"ISO3","word","n","total","tf","idf","tf_idf","ISO2","Country"
"RUS","redistribution",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","reflect",1,1326,0.000754147812971342,1.48366852514507,0.00111890537341257,"RU","Russian Federation (the)"
"RUS","reflecting",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","regrettable",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","regulation",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","rehabilitating",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","reject",1,1326,0.000754147812971342,2.17681570570501,0.0016416408036991,"RU","Russian Federation (the)"
"RUS","relation",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","relevant",1,1326,0.000754147812971342,1.20741514851691,0.000910569493602495,"RU","Russian Federation (the)"
"RUS","religions",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","renaissance",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","repeated",1,1326,0.000754147812971342,2.62880082944807,0.00198250439626551,"RU","Russian Federation (the)"
"RUS","repentance",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","reports",1,1326,0.000754147812971342,2.37748640116716,0.00179297616980932,"RU","Russian Federation (the)"
"RUS","representative",1,1326,0.000754147812971342,1.48366852514507,0.00111890537341257,"RU","Russian Federation (the)"
"RUS","republic",1,1326,0.000754147812971342,0.423671072604737,0.000319510612824085,"RU","Russian Federation (the)"
"RUS","republics",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","requestive",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","reread",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","respect",1,1326,0.000754147812971342,0.408045754701656,0.000307726813500495,"RU","Russian Federation (the)"
"RUS","responded",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","response",1,1326,0.000754147812971342,0.977398717914937,0.000737103105516544,"RU","Russian Federation (the)"
"RUS","responsible",1,1326,0.000754147812971342,0.937124818776997,0.000706730632561838,"RU","Russian Federation (the)"
"RUS","restrictions",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","resume",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","retaliation",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","return",1,1326,0.000754147812971342,1.14072377401824,0.000860274339380269,"RU","Russian Federation (the)"
"RUS","reuniting",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","revelation",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","review",1,1326,0.000754147812971342,1.8021222562636,0.00135906655826818,"RU","Russian Federation (the)"
"RUS","revise",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","revival",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","rightful",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","rise",1,1326,0.000754147812971342,1.17351359684123,0.000885002712549945,"RU","Russian Federation (the)"
"RUS","road",1,1326,0.000754147812971342,1.90056232907685,0.00143330492388903,"RU","Russian Federation (the)"
"RUS","rudely",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","run",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","russafobic",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","russia's",1,1326,0.000754147812971342,1.71251009757391,0.00129148574477671,"RU","Russian Federation (the)"
"RUS","sabotaged",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","sad",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","sahel",1,1326,0.000754147812971342,1.93565364888812,0.00145976896597898,"RU","Russian Federation (the)"
"RUS","sanctioned",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","scenarios",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","scope",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","secretariat",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","secretary",1,1326,0.000754147812971342,0.218002151813791,0.000164405846013417,"RU","Russian Federation (the)"
"RUS","seek",1,1326,0.000754147812971342,1.03375165446607,0.000779601549371093,"RU","Russian Federation (the)"
"RUS","send",1,1326,0.000754147812971342,2.55980795796112,0.00193047357312302,"RU","Russian Federation (the)"
"RUS","senseless",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","september",1,1326,0.000754147812971342,1.57897870494939,0.00119078333706591,"RU","Russian Federation (the)"
"RUS","sergei",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","session",1,1326,0.000754147812971342,0.549359287768234,0.000414298105405908,"RU","Russian Federation (the)"
"RUS","set",1,1326,0.000754147812971342,0.911149332373736,0.000687141276299952,"RU","Russian Federation (the)"
"RUS","settle",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","settling",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","sg",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","shaped",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","share",1,1326,0.000754147812971342,0.911149332373736,0.000687141276299952,"RU","Russian Federation (the)"
"RUS","sharing",1,1326,0.000754147812971342,1.86666077740117,0.00140773814283648,"RU","Russian Federation (the)"
"RUS","shifting",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","shot",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","sidelines",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","significant",1,1326,0.000754147812971342,0.937124818776997,0.000706730632561838,"RU","Russian Federation (the)"
"RUS","significantly",1,1326,0.000754147812971342,2.04898233419513,0.00154523554615017,"RU","Russian Federation (the)"
"RUS","signs",1,1326,0.000754147812971342,3.18841661738349,0.00240453741884125,"RU","Russian Federation (the)"
"RUS","slipping",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","slogan",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","society",1,1326,0.000754147812971342,0.924052737209644,0.000696872350836836,"RU","Russian Federation (the)"
"RUS","socio",1,1326,0.000754147812971342,2.13236394313418,0.00160811760417359,"RU","Russian Federation (the)"
"RUS","socioeconomic",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","solemnly",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","solidarity",1,1326,0.000754147812971342,0.270645885299213,0.000204107002488094,"RU","Russian Federation (the)"
"RUS","solving",1,1326,0.000754147812971342,2.70290880160179,0.00203839276138898,"RU","Russian Federation (the)"
"RUS","sorts",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","south",1,1326,0.000754147812971342,0.825206902573012,0.000622327980824292,"RU","Russian Federation (the)"
"RUS","sovereignty",1,1326,0.000754147812971342,0.885831524389446,0.000668047906779371,"RU","Russian Federation (the)"
"RUS","space",1,1326,0.000754147812971342,1.57897870494939,0.00119078333706591,"RU","Russian Federation (the)"
"RUS","speakers",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","speaking",1,1326,0.000754147812971342,2.04898233419513,0.00154523554615017,"RU","Russian Federation (the)"
"RUS","speed",1,1326,0.000754147812971342,2.43464481500711,0.00183608206259963,"RU","Russian Federation (the)"
"RUS","spent",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","spiral",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","spread",1,1326,0.000754147812971342,2.04898233419513,0.00154523554615017,"RU","Russian Federation (the)"
"RUS","start",1,1326,0.000754147812971342,1.46119566929301,0.00110195751832052,"RU","Russian Federation (the)"
"RUS","stated",1,1326,0.000754147812971342,2.13236394313418,0.00160811760417359,"RU","Russian Federation (the)"
"RUS","statement",1,1326,0.000754147812971342,0.305013528803421,0.000230025285673771,"RU","Russian Federation (the)"
"RUS","statements",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","statutory",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","stepping",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","stipulation",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","stop",1,1326,0.000754147812971342,1.27887411249905,0.000964460115006828,"RU","Russian Federation (the)"
"RUS","stopped",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","story",1,1326,0.000754147812971342,2.55980795796112,0.00193047357312302,"RU","Russian Federation (the)"
"RUS","strata",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","strategy",1,1326,0.000754147812971342,1.35583515363518,0.00102250011586364,"RU","Russian Federation (the)"
"RUS","strengthening",1,1326,0.000754147812971342,1.1247234326718,0.000848207716947055,"RU","Russian Federation (the)"
"RUS","strikes",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","strongly",1,1326,0.000754147812971342,1.43921676257423,0.00108538217388705,"RU","Russian Federation (the)"
"RUS","students",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","subjugation",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","successful",1,1326,0.000754147812971342,1.41771055735327,0.00106916331625435,"RU","Russian Federation (the)"
"RUS","sudan",1,1326,0.000754147812971342,1.77135059759685,0.00133586017918314,"RU","Russian Federation (the)"
"RUS","sudanese",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","suffering",1,1326,0.000754147812971342,0.911149332373736,0.000687141276299952,"RU","Russian Federation (the)"
"RUS","suffocation",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","sums",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","superior",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","supplying",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","supported",1,1326,0.000754147812971342,1.55428609235902,0.00117216145728433,"RU","Russian Federation (the)"
"RUS","supporting",1,1326,0.000754147812971342,1.3760378609527,0.00103773594340324,"RU","Russian Federation (the)"
"RUS","sureing",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","swift",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","syrian",1,1326,0.000754147812971342,2.70290880160179,0.00203839276138898,"RU","Russian Federation (the)"
"RUS","system",1,1326,0.000754147812971342,0.408045754701656,0.000307726813500495,"RU","Russian Federation (the)"
"RUS","talking",1,1326,0.000754147812971342,2.17681570570501,0.0016416408036991,"RU","Russian Federation (the)"
"RUS","targeted",1,1326,0.000754147812971342,2.43464481500711,0.00183608206259963,"RU","Russian Federation (the)"
"RUS","teachers",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","technological",1,1326,0.000754147812971342,2.00976162104185,0.00151565733110245,"RU","Russian Federation (the)"
"RUS","tension",1,1326,0.000754147812971342,2.22333572133991,0.00167672377174955,"RU","Russian Federation (the)"
"RUS","thereof",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","torah",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","total",1,1326,0.000754147812971342,2.08980432871538,0.00157602136403875,"RU","Russian Federation (the)"
"RUS","totally",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","traditional",1,1326,0.000754147812971342,2.22333572133991,0.00167672377174955,"RU","Russian Federation (the)"
"RUS","tragic",1,1326,0.000754147812971342,1.90056232907685,0.00143330492388903,"RU","Russian Federation (the)"
"RUS","trampled",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","treaties",1,1326,0.000754147812971342,2.37748640116716,0.00179297616980932,"RU","Russian Federation (the)"
"RUS","trend",1,1326,0.000754147812971342,2.62880082944807,0.00198250439626551,"RU","Russian Federation (the)"
"RUS","triker",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","troops",1,1326,0.000754147812971342,2.32341917989689,0.00175220149313491,"RU","Russian Federation (the)"
"RUS","true",1,1326,0.000754147812971342,1.15698429489002,0.000872537175633497,"RU","Russian Federation (the)"
"RUS","trust",1,1326,0.000754147812971342,0.392660835862177,0.00029612431060496,"RU","Russian Federation (the)"
"RUS","type",1,1326,0.000754147812971342,2.78295150927533,0.00209875679432529,"RU","Russian Federation (the)"
"RUS","ukraineise",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","unblock",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"RUS","undermined",1,1326,0.000754147812971342,2.13236394313418,0.00160811760417359,"RU","Russian Federation (the)"
"RUS","undermining",1,1326,0.000754147812971342,2.17681570570501,0.0016416408036991,"RU","Russian Federation (the)"
"RUS","underrepresentation",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","understand",1,1326,0.000754147812971342,1.3760378609527,0.00103773594340324,"RU","Russian Federation (the)"
"RUS","unregally",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","unsettled",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","unthinkable",1,1326,0.000754147812971342,3.47609868983527,0.00262149222461182,"RU","Russian Federation (the)"
"RUS","uphold",1,1326,0.000754147812971342,1.60429651293368,0.00120987670658649,"RU","Russian Federation (the)"
"RUS","us's",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","values",1,1326,0.000754147812971342,0.801950040408745,0.000604788869086534,"RU","Russian Federation (the)"
"RUS","vanquishing",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","venezuela",1,1326,0.000754147812971342,2.22333572133991,0.00167672377174955,"RU","Russian Federation (the)"
"RUS","victims",1,1326,0.000754147812971342,1.336032526339,0.00100756600779714,"RU","Russian Federation (the)"
"RUS","victory",1,1326,0.000754147812971342,2.55980795796112,0.00193047357312302,"RU","Russian Federation (the)"
"RUS","vilnius",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","violated",1,1326,0.000754147812971342,2.96527306606928,0.00223625419763898,"RU","Russian Federation (the)"
"RUS","violates",1,1326,0.000754147812971342,3.07063358172711,0.00231571160009586,"RU","Russian Federation (the)"
"RUS","violation",1,1326,0.000754147812971342,1.3760378609527,0.00103773594340324,"RU","Russian Federation (the)"
"RUS","vivid",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","voted",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","voting",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","vulnerable",1,1326,0.000754147812971342,0.682890680392756,0.000515000513116709,"RU","Russian Federation (the)"
"RUS","wage",1,1326,0.000754147812971342,2.86996288626496,0.00216437623398564,"RU","Russian Federation (the)"
"RUS","warring",1,1326,0.000754147812971342,3.88156379794344,0.00292727284912778,"RU","Russian Federation (the)"
"RUS","waves",1,1326,0.000754147812971342,2.32341917989689,0.00175220149313491,"RU","Russian Federation (the)"
"RUS","weakening",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","weaponised",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","weaponized",1,1326,0.000754147812971342,3.65842024662923,0.00275898962792551,"RU","Russian Federation (the)"
"RUS","weapons",1,1326,0.000754147812971342,1.15698429489002,0.000872537175633497,"RU","Russian Federation (the)"
"RUS","wellington",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","whipping",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","wield",1,1326,0.000754147812971342,4.57471097850338,0.00345000827941432,"RU","Russian Federation (the)"
"RUS","win",1,1326,0.000754147812971342,2.55980795796112,0.00193047357312302,"RU","Russian Federation (the)"
"RUS","worse",1,1326,0.000754147812971342,2.49526943682355,0.00188180198855471,"RU","Russian Federation (the)"
"RUS","written",1,1326,0.000754147812971342,3.32194801000801,0.00250523982655205,"RU","Russian Federation (the)"
"RUS","wta",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","yerevan",1,1326,0.000754147812971342,5.26785815906333,0.00397274370970085,"RU","Russian Federation (the)"
"RUS","yoke",1,1326,0.000754147812971342,4.16924587039522,0.00314422765489835,"RU","Russian Federation (the)"
"UKR","140",1,677,0.00147710487444609,4.16924587039522,0.00615841339792499,"UA","Ukraine"
"UKR","1990s",1,677,0.00147710487444609,4.57471097850338,0.00675732788552937,"UA","Ukraine"
"UKR","20th",1,677,0.00147710487444609,2.27212588550934,0.00335616822084097,"UA","Ukraine"
"UKR","45",1,677,0.00147710487444609,3.18841661738349,0.00470962572730206,"UA","Ukraine"
"UKR","abduct",1,677,0.00147710487444609,5.26785815906333,0.00778117896464303,"UA","Ukraine"
"UKR","accountability",1,677,0.00147710487444609,1.90056232907685,0.00280732988046803,"UA","Ukraine"
"UKR","act",1,677,0.00147710487444609,0.937124818776997,0.00138423163777991,"UA","Ukraine"
"UKR","active",1,677,0.00147710487444609,1.26052497383086,0.00186192758320658,"UA","Ukraine"
"UKR","actor",1,677,0.00147710487444609,3.07063358172711,0.00453564783120696,"UA","Ukraine"
"UKR","address",1,677,0.00147710487444609,0.114566564565549,0.000169226830968315,"UA","Ukraine"
"UKR","addressing",1,677,0.00147710487444609,1.06316553967236,0.00157040700099315,"UA","Ukraine"
"UKR","advisors",1,677,0.00147710487444609,5.26785815906333,0.00778117896464303,"UA","Ukraine"
"UKR","africa",1,677,0.00147710487444609,0.746069582014288,0.00110202301626926,"UA","Ukraine"
"UKR","aggressions",1,677,0.00147710487444609,3.47609868983527,0.00513456231881133,"UA","Ukraine"
"UKR","aggressors",1,677,0.00147710487444609,4.16924587039522,0.00615841339792499,"UA","Ukraine"
"UKR","alarming",1,677,0.00147710487444609,2.27212588550934,0.00335616822084097,"UA","Ukraine"
"UKR","algeria",1,677,0.00147710487444609,3.47609868983527,0.00513456231881133,"UA","Ukraine"
"UKR","alike",1,677,0.00147710487444609,2.96527306606928,0.00438001929995463,"UA","Ukraine"
"UKR","arrest",1,677,0.00147710487444609,3.32194801000801,0.00490686559823931,"UA","Ukraine"
"UKR","arsenal",1,677,0.00147710487444609,4.16924587039522,0.00615841339792499,"UA","Ukraine"
"UKR","artificial",1,677,0.00147710487444609,1.63027199933694,0.00240808271689356,"UA","Ukraine"
"UKR","artillery",1,677,0.00147710487444609,3.88156379794344,0.00573347680641571,"UA","Ukraine"
"UKR","asia",1,677,0.00147710487444609,1.55428609235902,0.00229584356330727,"UA","Ukraine"
"UKR","atlantic",1,677,0.00147710487444609,2.96527306606928,0.00438001929995463,"UA","Ukraine"
"UKR","attack",1,677,0.00147710487444609,1.93565364888812,0.002859163440012,"UA","Ukraine"
"UKR","attacked",1,677,0.00147710487444609,3.47609868983527,0.00513456231881133,"UA","Ukraine"
"UKR","attempt",1,677,0.00147710487444609,2.62880082944807,0.00388301451912566,"UA","Ukraine"
"UKR","attempts",1,677,0.00147710487444609,2.22333572133991,0.00328410003152128,"UA","Ukraine"
"UKR","aware",1,677,0.00147710487444609,1.53018854077996,0.00226024895240762,"UA","Ukraine"
"UKR","baltic",1,677,0.00147710487444609,4.57471097850338,0.00675732788552937,"UA","Ukraine"
"UKR","basis",1,677,0.00147710487444609,1.22480689122878,0.00180916822928918,"UA","Ukraine"
"UKR","belarus",1,677,0.00147710487444609,2.96527306606928,0.00438001929995463,"UA","Ukraine"
"UKR","bets",1,677,0.00147710487444609,4.57471097850338,0.00675732788552937,"UA","Ukraine"
"UKR","blackmailers",1,677,0.00147710487444609,5.26785815906333,0.00778117896464303,"UA","Ukraine"
"UKR","blocked",1,677,0.00147710487444609,3.47609868983527,0.00513456231881133,"UA","Ukraine"
"UKR","bombs",1,677,0.00147710487444609,4.16924587039522,0.00615841339792499,"UA","Ukraine"
"UKR","break",1,677,0.00147710487444609,2.49526943682355,0.0036857746481884,"UA","Ukraine"
"UKR","bring",1,677,0.00147710487444609,0.790521344585122,0.00116768293144036,"UA","Ukraine"
"UKR","brings",1,677,0.00147710487444609,2.00976162104185,0.00296862868691558,"UA","Ukraine"
"UKR","broken",1,677,0.00147710487444609,2.49526943682355,0.0036857746481884,"UA","Ukraine"
"UKR","call",1,677,0.00147710487444609,0.277425572284592,0.000409786665117565,"UA","Ukraine"
"UKR","capabilities",1,677,0.00147710487444609,2.32341917989689,0.00343193379600722,"UA","Ukraine"
"UKR","captured",1,677,0.00147710487444609,3.47609868983527,0.00513456231881133,"UA","Ukraine"
"UKR","cease",1,677,0.00147710487444609,3.18841661738349,0.00470962572730206,"UA","Ukraine"
"UKR","century",1,677,0.00147710487444609,1.14072377401824,0.00168496864699887,"UA","Ukraine"
"UKR","challenges",1,677,0.00147710487444609,0.186453794078865,0.000275411808092858,"UA","Ukraine"
"UKR","charter",1,677,0.00147710487444609,0.463837114330072,0.000685136062525955,"UA","Ukraine"
"UKR","chemical",1,677,0.00147710487444609,3.32194801000801,0.00490686559823931,"UA","Ukraine"
"UKR","china",1,677,0.00147710487444609,1.93565364888812,0.002859163440012,"UA","Ukraine"
"UKR","cities",1,677,0.00147710487444609,2.08980432871538,0.00308686016058402,"UA","Ukraine"
"UKR","closed",1,677,0.00147710487444609,3.65842024662923,0.00540387037906828,"UA","Ukraine"
"UKR","coast",1,677,0.00147710487444609,2.96527306606928,0.00438001929995463,"UA","Ukraine"
"UKR","combat",1,677,0.00147710487444609,1.26052497383086,0.00186192758320658,"UA","Ukraine"
"UKR","common",1,677,0.00147710487444609,0.514267967956963,0.000759627722240714,"UA","Ukraine"
"UKR","compared",1,677,0.00147710487444609,2.43464481500711,0.00359622572379189,"UA","Ukraine"
"UKR","complete",1,677,0.00147710487444609,1.83387095457818,0.00270881972611253,"UA","Ukraine"
"UKR","completely",1,677,0.00147710487444609,2.49526943682355,0.0036857746481884,"UA","Ukraine"
"UKR","conflict",1,677,0.00147710487444609,0.463837114330072,0.000685136062525955,"UA","Ukraine"
"UKR","construction",1,677,0.00147710487444609,2.37748640116716,0.0035117967520933,"UA","Ukraine"
"UKR","consultations",1,677,0.00147710487444609,3.18841661738349,0.00470962572730206,"UA","Ukraine"
"UKR","conventions",1,677,0.00147710487444609,2.96527306606928,0.00438001929995463,"UA","Ukraine"
"UKR","copenhagen",1,677,0.00147710487444609,4.57471097850338,0.00675732788552937,"UA","Ukraine"
"UKR","corridor",1,677,0.00147710487444609,2.49526943682355,0.0036857746481884,"UA","Ukraine"
"UKR","council",1,677,0.00147710487444609,0.250578322248404,0.000370130461223639,"UA","Ukraine"
"UKR","country",1,677,0.00147710487444609,0.114566564565549,0.000169226830968315,"UA","Ukraine"
"UKR","crime",1,677,0.00147710487444609,1.50665804336977,0.00222549193998488,"UA","Ukraine"
"UKR","crimes",1,677,0.00147710487444609,1.48366852514507,0.00219153401055401,"UA","Ukraine"
"UKR","criminal",1,677,0.00147710487444609,1.53018854077996,0.00226024895240762,"UA","Ukraine"
"UKR","cyber",1,677,0.00147710487444609,2.27212588550934,0.00335616822084097,"UA","Ukraine"
"UKR","dare",1,677,0.00147710487444609,3.88156379794344,0.00573347680641571,"UA","Ukraine"
"UKR","dealings",1,677,0.00147710487444609,5.26785815906333,0.00778117896464303,"UA","Ukraine"
"UKR","deaths",1,677,0.00147710487444609,2.49526943682355,0.0036857746481884,"UA","Ukraine"
"UKR","decade",1,677,0.00147710487444609,1.55428609235902,0.00229584356330727,"UA","Ukraine"
"UKR","decide",1,677,0.00147710487444609,2.27212588550934,0.00335616822084097,"UA","Ukraine"
"UKR","defeat",1,677,0.00147710487444609,3.47609868983527,0.00513456231881133,"UA","Ukraine"
"UKR","defender",1,677,0.00147710487444609,3.88156379794344,0.00573347680641571,"UA","Ukraine"
"UKR","den",1,677,0.00147710487444609,5.26785815906333,0.00778117896464303,"UA","Ukraine"
"UKR","deploy",1,677,0.00147710487444609,2.62880082944807,0.00388301451912566,"UA","Ukraine"
"UKR","deportation",1,677,0.00147710487444609,5.26785815906333,0.00778117896464303,"UA","Ukraine"
"UKR","deserts",1,677,0.00147710487444609,4.57471097850338,0.00675732788552937,"UA","Ukraine"
"UKR","deserves",1,677,0.00147710487444609,2.17681570570501,0.00321538508966767,"UA","Ukraine"
"UKR","desired",1,677,0.00147710487444609,2.70290880160179,0.00399247976602923,"UA","Ukraine"
"UKR","details",1,677,0.00147710487444609,3.65842024662923,0.00540387037906828,"UA","Ukraine"
"UKR","dialogue",1,677,0.00147710487444609,0.604419064951261,0.000892790347047653,"UA","Ukraine"
"UKR","die",1,677,0.00147710487444609,3.07063358172711,0.00453564783120696,"UA","Ukraine"
"UKR","diplomatic",1,677,0.00147710487444609,1.63027199933694,0.00240808271689356,"UA","Ukraine"
"UKR","dirty",1,677,0.00147710487444609,4.57471097850338,0.00675732788552937,"UA","Ukraine"
"UKR","disappear",1,677,0.00147710487444609,3.32194801000801,0.00490686559823931,"UA","Ukraine"
"UKR","disaster",1,677,0.00147710487444609,1.55428609235902,0.00229584356330727,"UA","Ukraine"
"UKR","disasters",1,677,0.00147710487444609,0.991192040047273,0.00146409459386599,"UA","Ukraine"
